Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
332,2004-10-19,CNF,LD003,Head on collision,1,173,Minor Road,NORMAL,N,18,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,380.45471360000005,380.45471360000005
4509,2013-04-11,PH,LD003,Head on collision,1,181,Motorway,WET,N,5,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4940,2013-09-17,PH,LD003,Head on collision,1,316,Main Road,WET,N,18,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,727.2218176,727.2218176
2460,2010-04-17,PH,LD003,Head on collision,2,16,Minor Road,NORMAL,N,7,Y,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,626.3771728,626.3771728
1775,2008-09-08,PH,LD003,Head on collision,1,32,Minor Road,WET,N,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3011.2592032,3011.2592032
4783,2013-07-28,PH,LD003,Head on collision,1,330,Main Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4560.9765184,4560.9765184
5027,2013-10-18,PH,LD003,Head on collision,3,234,Main Road,NORMAL,N,13,Y,N,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,325.82144,325.82144
2687,2010-09-30,PH,LD003,Head on collision,0,94,Minor Road,NORMAL,Y,15,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6491,2014-10-29,Other,LD003,Head on collision,0,89,Home Address,,N,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56.8296592,56.8296592
6247,2014-09-08,Other,LD003,Head on collision,0,250,Car Park,NORMAL,Y,11,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
5358,2014-01-21,NamedDriver,LD003,Head on collision,0,363,Minor Road,"SNOW,ICE,FOG",Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3967.9960432,3967.9960432
5651,2014-04-24,PH,LD003,Head on collision,0,343,Main Road,NORMAL,N,15,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10675.044931200002,10675.044931200002
5923,2014-06-24,Other,LD003,Head on collision,0,34,Minor Road,WET,N,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8530.0052992,8530.0052992
7055,2015-02-15,Other,LD003,Head on collision,1,292,Minor Road,NORMAL,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6833.5810624000005,6833.5810624000005
5479,2014-02-27,PH,LD003,Head on collision,0,191,Minor Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,315.421336,315.421336
5787,2014-05-22,Other,LD003,Head on collision,0,266,Minor Road,WET,Y,8,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12956.6968384,12956.6968384
174,2004-04-06,PH,LD003,Head on collision,0,191,Minor Road,NORMAL,Y,16,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1354.0353584,1354.0353584
3322,2011-10-26,PH,LD003,Head on collision,0,261,Minor Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6445.911731200001,6445.911731200001
4465,2013-03-25,PH,LD003,Head on collision,0,58,Main Road,NORMAL,N,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23.3602336,23.3602336
3373,2011-11-23,TP,LD003,Head on collision,92,16,Minor Road,WET,N,0,Other,N,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2921.5710336,2921.5710336
3312,2011-10-14,PH,LD003,Head on collision,1,135,Main Road,NORMAL,N,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5014,2013-10-14,PH,LD003,Head on collision,0,44,Main Road,WET,N,6,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,24093.913664000003,24093.913664000003
4775,2013-07-24,PH,LD003,Head on collision,0,87,Minor Road,NORMAL,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6670,2014-12-01,Other,LD003,Head on collision,0,108,Minor Road,NORMAL,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1014.991968,1014.991968
3404,2011-12-08,PH,LD003,Head on collision,0,76,Minor Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,2003-09-08,PH,LD003,Head on collision,0,128,Minor Road,WET,N,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,12351.8616992,12351.8616992
3692,2012-05-03,Other,LD003,Head on collision,0,128,Main Road,WET,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
5806,2014-05-27,Other,LD003,Head on collision,3,36,Main Road,NORMAL,Y,16,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4097,2012-10-23,PH,LD003,Head on collision,0,24,Main Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1284.1292048,1284.1292048
3629,2012-04-03,PH,LD003,Head on collision,0,362,Minor Road,WET,N,15,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4544.598172800001,4544.598172800001
6090,2014-08-01,Other,LD003,Head on collision,4,133,Main Road,NORMAL,N,22,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,946.6712848000001,946.6712848000001
2175,2009-09-26,PH,LD003,Head on collision,30,254,Minor Road,NORMAL,N,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
1357,2007-09-12,Other,LD003,Head on collision,2,253,Car Park,NORMAL,Y,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4312.697672,4312.697672
4657,2013-06-14,PH,LD003,Head on collision,0,94,Minor Road,NORMAL,Y,8,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3113,2011-06-06,PH,LD003,Head on collision,0,75,Minor Road,NORMAL,N,11,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23.7966016,23.7966016
183,2004-04-17,Other,LD003,Head on collision,0,236,Minor Road,NORMAL,N,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1667.5366752000002,1667.5366752000002
6009,2014-07-16,Other,LD003,Head on collision,29,65,Main Road,,n/k,1,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,101709.962544,50000.0
6083,2014-07-30,Other,LD003,Head on collision,1,30,Minor Road,NORMAL,N,20,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1364.7118288000001,1364.7118288000001
1813,2008-10-06,PH,LD003,Head on collision,0,41,Minor Road,NORMAL,Y,8,Other,n/k,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9874.7023824,9874.7023824
4959,2013-09-23,PH,LD003,Head on collision,0,80,Minor Road,N/K,Y,14,Y,N,1,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,354.2289968,354.2289968
1801,2008-09-28,PH,LD003,Head on collision,1,66,Home Address,NORMAL,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3481.5329968000005,3481.5329968000005
2430,2010-03-25,PH,LD003,Head on collision,1,12,Other,WET,N,17,Other,N,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-141.2814128,-141.2814128
4727,2013-07-07,PH,LD003,Head on collision,0,46,Main Road,NORMAL,Y,9,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12434.7861648,12434.7861648
6644,2014-11-27,Other,LD003,Head on collision,2,1,Minor Road,NORMAL,N,21,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57.0478432,57.0478432
5350,2014-01-18,PH,LD003,Head on collision,4,124,Main Road,NORMAL,N,10,N,N,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,387927.92287680006,50000.0
5113,2013-11-14,PH,LD003,Head on collision,0,203,Main Road,NORMAL,Y,12,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8111.281112000001,8111.281112000001
1160,2007-04-29,CNF,LD003,Head on collision,1,54,n/k,NORMAL,N,9,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,283.857384,283.857384
1214,2007-06-05,PH,LD003,Head on collision,0,149,Car Park,NORMAL,N,8,Other,n/k,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,37555.6191888,37555.6191888
1326,2007-08-19,PH,LD003,Head on collision,1,262,Minor Road,WET,N,9,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,37.891288,37.891288
4728,2013-07-07,TP,LD003,Head on collision,10,140,Main Road,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1456,2007-11-24,PH,LD003,Head on collision,2,1,Minor Road,"SNOW,ICE,FOG",Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4575.0712048000005,4575.0712048000005
4503,2013-04-10,PH,LD003,Head on collision,1,55,Minor Road,NORMAL,Y,19,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23.112958400000004,23.112958400000004
7355,2015-04-24,Other,LD003,Head on collision,223,65,n/k,N/K,n/k,0,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1645,2008-04-25,PH,LD003,Head on collision,0,78,Minor Road,WET,N,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6395.714865600001,6395.714865600001
2141,2009-09-03,PH,LD003,Head on collision,0,33,Minor Road,NORMAL,N,13,Y,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,154.110632,154.110632
6214,2014-08-30,Other,LD003,Head on collision,0,133,Minor Road,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6591.3095488,6591.3095488
4379,2013-02-13,PH,LD003,Head on collision,1,229,Main Road,"SNOW,ICE,FOG",N,16,Y,N,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21262.3508032,21262.3508032
730,2006-04-26,Other,LD003,Head on collision,8,348,Main Road,NORMAL,N,14,Other,n/k,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,46879.479699200005,46879.479699200005
4358,2013-02-05,PH,LD003,Head on collision,0,134,Minor Road,"SNOW,ICE,FOG",N,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1319.1259184,1319.1259184
1937,2009-02-02,PH,LD003,Head on collision,2,128,Minor Road,"SNOW,ICE,FOG",Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1319.1259184,1319.1259184
3794,2012-06-16,PH,LD003,Head on collision,2,360,Minor Road,WET,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1102.4546608,1102.4546608
7175,2015-03-10,Other,LD003,Head on collision,1,57,Minor Road,NORMAL,N,16,N,N,1,1,1,1,0,2,0,0,0,0,0,0,0,0,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,155.28882560000002,155.28882560000002
6637,2014-11-25,Other,LD003,Head on collision,1,124,Minor Road,NORMAL,Y,19,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617.4270832000002,1617.4270832000002
6252,2014-09-09,Other,LD003,Head on collision,1,13,Minor Road,NORMAL,N,17,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6966.266025600001,6966.266025600001
1111,2007-03-21,PH,LD003,Head on collision,8,333,Minor Road,NORMAL,Y,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6250,2014-09-08,Other,LD003,Head on collision,1,25,Main Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0
2999,2011-03-18,PH,LD003,Head on collision,0,2,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.657192,264.657192
2395,2010-02-19,PH,LD003,Head on collision,0,313,Minor Road,NORMAL,Y,17,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,81.6589984,81.6589984
1186,2007-05-21,CNF,LD003,Head on collision,0,94,Minor Road,NORMAL,N,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,974.6424736,974.6424736
2008,2009-05-15,PH,LD003,Head on collision,1,203,Main Road,WET,N,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3887.457056,3887.457056
194,2004-05-04,Other,LD003,Head on collision,0,64,Main Road,WET,Y,8,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3899.0644448000003,3899.0644448000003
6147,2014-08-13,Other,LD003,Head on collision,0,13,Minor Road,WET,N,6,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3242.3887872,3242.3887872
579,2005-10-20,Other,LD003,Head on collision,0,117,Minor Road,NORMAL,N,12,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,74.4880176,74.4880176
772,2006-06-09,Other,LD003,Head on collision,0,196,Minor Road,NORMAL,Y,8,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1132.9276928000002,1132.9276928000002
2396,2010-02-19,PH,LD003,Head on collision,0,6,Main Road,NORMAL,N,7,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
7615,2015-06-18,Other,LD003,Head on collision,0,309,Main Road,,Y,9,Other,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,71.40435040000001,71.40435040000001
1847,2008-11-02,NamedDriver,LD003,Head on collision,1,318,Main Road,NORMAL,Y,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,82.90992,82.90992
6435,2014-10-18,Other,LD003,Head on collision,3,275,Main Road,WET,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,927.2674544,927.2674544
4275,2012-12-28,PH,LD003,Head on collision,1,36,Minor Road,WET,N,21,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,272.148176,272.148176
3741,2012-05-29,PH,LD003,Head on collision,1,91,Main Road,NORMAL,N,19,Y,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26802.231656,26802.231656
7181,2015-03-12,Other,LD003,Head on collision,1,254,Minor Road,NORMAL,Y,13,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5103,2013-11-11,PH,LD003,Head on collision,0,123,Main Road,WET,N,13,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,40526.936174400005,40526.936174400005
2074,2009-07-06,PH,LD003,Head on collision,0,16,Other,NORMAL,Y,14,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,145.6596384,145.6596384
1897,2008-12-20,PH,LD003,Head on collision,0,103,Minor Road,WET,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,813.6954096,813.6954096
5657,2014-04-25,PH,LD003,Head on collision,0,71,Minor Road,WET,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3660,2012-04-16,Other,LD003,Head on collision,0,351,Minor Road,NORMAL,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2455.806376,2455.806376
2380,2010-02-05,PH,LD003,Head on collision,3,90,Other,N/K,n/k,18,Other,n/k,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,459488.9293888,50000.0
1448,2007-11-20,PH,LD003,Head on collision,1,156,Main Road,NORMAL,N,16,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,123.3030512,123.3030512
343,2004-10-23,CNF,LD003,Head on collision,2,231,Minor Road,WET,Y,15,Other,n/k,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,6339.1324816,6339.1324816
6783,2014-12-19,Other,LD003,Head on collision,0,214,Main Road,WET,Y,6,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
2528,2010-06-06,PH,LD003,Head on collision,1,275,Minor Road,NORMAL,N,19,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,31247.4979264,31247.4979264
728,2006-04-24,Other,LD003,Head on collision,1,9,Main Road,NORMAL,Y,18,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2418.4823664,2418.4823664
977,2006-12-13,PH,LD003,Head on collision,0,39,Main Road,WET,N,22,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,83.76811040000001,83.76811040000001
6075,2014-07-29,Other,LD003,Head on collision,0,184,Home Address,NORMAL,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1764.526736,1764.526736
3517,2012-02-04,PH,LD003,Head on collision,2,19,Main Road,"SNOW,ICE,FOG",N,22,Other,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,14956.571382400001,14956.571382400001
5021,2013-10-15,PH,LD003,Head on collision,0,155,Main Road,WET,N,7,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2997.5427024,2997.5427024
7379,2015-04-29,Other,LD003,Head on collision,0,146,Minor Road,NORMAL,N,16,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5717.3080816,5717.3080816
3941,2012-08-28,NamedDriver,LD003,Head on collision,0,70,Main Road,WET,N,6,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1300,2007-08-03,Other,LD003,Head on collision,3,8,Minor Road,WET,Y,21,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4595.6677744,4595.6677744
7060,2015-02-16,Other,LD003,Head on collision,207,302,Minor Road,NORMAL,Y,10,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
661,2006-02-06,Other,LD003,Head on collision,1,65,Minor Road,NORMAL,Y,15,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1613.6743184000002,1613.6743184000002
1493,2007-12-23,Other,LD003,Head on collision,1,216,Main Road,NORMAL,Y,13,Other,n/k,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26539.8435776,26539.8435776
5170,2013-11-26,PH,LD003,Head on collision,0,118,Main Road,NORMAL,N,8,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1970.9288000000001,1970.9288000000001
5621,2014-04-10,TP,LD003,Head on collision,14,147,Car Park,NORMAL,Y,12,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1827.2764544000001,1827.2764544000001
2316,2009-12-26,Other,LD003,Head on collision,2,155,Home Address,NORMAL,N,17,Y,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18.880188800000003,18.880188800000003
7158,2015-03-08,Other,LD003,Head on collision,7,37,Main Road,WET,N,17,Y,N,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,20244.5369888,20244.5369888
7079,2015-02-19,Other,LD003,Head on collision,0,83,Main Road,NORMAL,N,8,Y,N,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,253.58799040000002,253.58799040000002
1086,2007-03-05,PH,LD003,Head on collision,0,246,Main Road,NORMAL,N,12,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,82.73537280000001,82.73537280000001
7254,2015-03-31,Other,LD003,Head on collision,0,227,Minor Road,,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.5329024,2017.5329024
3199,2011-07-27,PH,LD003,Head on collision,1,268,Main Road,NORMAL,N,22,Y,N,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,743.134704,743.134704
